Year,Month,Week Number,Retailer,USA Region,Product,Sales Method,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
2021,03,10,Sports Direct,Midwest,Men's Athletic Footwear,Outlet,300.0,700,210000,73500.0,0.35
2021,03,10,Sports Direct,Midwest,Men's Street Footwear,Online,186.13,839,156166,55691.420000000006,0.36
2021,03,10,Sports Direct,Midwest,Men's Street Footwear,Outlet,200.0,700,140000,49000.0,0.35
2021,03,10,Sports Direct,Midwest,Women's Apparel,Online,240.5,288,69264,27917.280000000006,0.4
2021,03,10,Sports Direct,Midwest,Women's Athletic Footwear,Online,101.81,232,23619,8318.4,0.35
2021,03,10,Sports Direct,Midwest,Women's Athletic Footwear,Outlet,350.0,500,175000,78750.0,0.45
2021,03,10,Sports Direct,Midwest,Women's Street Footwear,Online,120.62,411,49574,15526.380000000001,0.31
2021,03,10,Sports Direct,Midwest,Women's Street Footwear,Outlet,300.0,500,150000,52500.0,0.35
2021,03,10,Sports Direct,Northeast,Men's Apparel,In-store,500.0,100,50000,12500.0,0.25
2021,03,10,Sports Direct,Northeast,Men's Apparel,Online,46.0,29,1334,520.26,0.39
2021,03,10,Sports Direct,Northeast,Men's Apparel,Outlet,36.0,31,1116,334.8,0.3
2021,03,10,Sports Direct,Northeast,Men's Athletic Footwear,In-store,400.0,175,70000,21000.0,0.3
2021,03,10,Sports Direct,Northeast,Men's Athletic Footwear,Online,38.0,47,1786,803.6999999999999,0.45
2021,03,10,Sports Direct,Northeast,Men's Athletic Footwear,Outlet,31.0,61,1891,642.9399999999999,0.34
2021,03,10,Sports Direct,Northeast,Men's Street Footwear,In-store,400.0,470,188000,56400.0,0.3
2021,03,10,Sports Direct,Northeast,Men's Street Footwear,Online,38.0,127,4826,2123.44,0.44
2021,03,10,Sports Direct,Northeast,Men's Street Footwear,Outlet,28.0,155,4340,1475.6,0.34
2021,03,10,Sports Direct,Northeast,Women's Apparel,In-store,400.0,200,80000,24000.0,0.3
2021,03,10,Sports Direct,Northeast,Women's Apparel,Online,39.0,54,2106,863.4599999999999,0.41
2021,03,10,Sports Direct,Northeast,Women's Apparel,Outlet,31.0,68,2108,779.96,0.37
2021,03,10,Sports Direct,Northeast,Women's Athletic Footwear,In-store,350.0,300,105000,26250.0,0.25
2021,03,10,Sports Direct,Northeast,Women's Athletic Footwear,Online,34.0,87,2958,1064.8799999999999,0.36
2021,03,10,Sports Direct,Northeast,Women's Athletic Footwear,Outlet,25.0,93,2325,651.0000000000001,0.28
2021,03,10,Sports Direct,Northeast,Women's Street Footwear,In-store,300.0,200,60000,15000.000000000002,0.25
2021,03,10,Sports Direct,Northeast,Women's Street Footwear,Online,28.0,50,1400,546.0,0.39
2021,03,10,Sports Direct,Northeast,Women's Street Footwear,Outlet,23.0,60,1380,441.6,0.32
2021,03,10,Sports Direct,South,Men's Apparel,Online,39.0,95,3705,1482.0,0.4
2021,03,10,Sports Direct,South,Men's Apparel,Outlet,303.78,473,143690,43254.6,0.3
2021,03,10,Sports Direct,Southeast,Men's Apparel,Online,447.03,189,84489,29809.83,0.35
2021,03,10,Sports Direct,Southeast,Men's Apparel,Outlet,41.0,45,1845,756.4499999999999,0.41
2021,03,10,Sports Direct,Southeast,Men's Athletic Footwear,Online,403.67,476,192146,77462.38,0.4
2021,03,10,Sports Direct,Southeast,Men's Athletic Footwear,Outlet,37.0,113,4181,1839.64,0.44
2021,03,10,Sports Direct,Southeast,Men's Street Footwear,Online,324.88,662,215069,86534.5,0.4
2021,03,10,Sports Direct,Southeast,Men's Street Footwear,Outlet,30.0,163,4890,2102.7000000000003,0.43
2021,03,10,Sports Direct,Southeast,Women's Apparel,Online,403.51,445,179560,45391.6,0.25
2021,03,10,Sports Direct,Southeast,Women's Apparel,Outlet,40.0,112,4480,1299.1999999999998,0.29
2021,03,10,Sports Direct,Southeast,Women's Athletic Footwear,Online,397.62,323,128431,51784.12,0.4
2021,03,10,Sports Direct,Southeast,Women's Athletic Footwear,Outlet,38.0,78,2964,1333.8,0.45
2021,03,10,Sports Direct,Southeast,Women's Street Footwear,Online,395.57,488,193037,68338.13,0.35
2021,03,10,Sports Direct,Southeast,Women's Street Footwear,Outlet,39.0,124,4836,1837.68,0.38
2021,03,10,West Gear,Midwest,Men's Apparel,In-store,350.0,175,61250,18375.0,0.3
2021,03,10,West Gear,Midwest,Men's Apparel,Online,32.0,44,1408,605.4399999999999,0.43
2021,03,10,West Gear,Midwest,Men's Athletic Footwear,In-store,250.0,225,56250,22500.000000000007,0.4
2021,03,10,West Gear,Midwest,Men's Athletic Footwear,Online,23.0,61,1403,771.6500000000001,0.55
2021,03,10,West Gear,Midwest,Men's Street Footwear,In-store,250.0,520,130000,52000.00000000002,0.4
2021,03,10,West Gear,Midwest,Men's Street Footwear,Online,23.0,151,3473,1771.23,0.51
2021,03,10,West Gear,Midwest,Women's Apparel,In-store,250.0,275,68750,27500.000000000007,0.4
2021,03,10,West Gear,Midwest,Women's Apparel,Online,24.0,74,1776,923.52,0.52
2021,03,10,West Gear,Midwest,Women's Athletic Footwear,In-store,199.99,125,24999,8749.999999999998,0.35
2021,03,10,West Gear,Midwest,Women's Athletic Footwear,Online,19.0,31,589,265.04999999999995,0.45
2021,03,10,West Gear,Midwest,Women's Street Footwear,In-store,150.0,275,41250,14437.500000000002,0.35
2021,03,10,West Gear,Midwest,Women's Street Footwear,Online,14.0,72,1008,504.0,0.5
2021,03,10,West Gear,Northeast,Men's Apparel,In-store,550.0,475,261250,91437.5,0.35
2021,03,10,West Gear,Northeast,Men's Apparel,Online,51.0,133,6783,3323.67,0.49
2021,03,10,West Gear,Northeast,Men's Athletic Footwear,In-store,450.0,550,247500,86625.0,0.35
2021,03,10,West Gear,Northeast,Men's Athletic Footwear,Online,44.0,165,7260,3339.6,0.46
2021,03,10,West Gear,Northeast,Men's Street Footwear,In-store,450.0,870,391500,176175.0,0.45
2021,03,10,West Gear,Northeast,Men's Street Footwear,Online,44.0,252,11088,6541.920000000001,0.59
2021,03,10,West Gear,Northeast,Women's Apparel,In-store,450.0,575,258750,129375.0,0.5
2021,03,10,West Gear,Northeast,Women's Apparel,Online,43.0,161,6923,4153.8,0.6
2021,03,10,West Gear,Northeast,Women's Athletic Footwear,In-store,400.0,425,170000,51000.0,0.3
2021,03,10,West Gear,Northeast,Women's Athletic Footwear,Online,39.0,106,4134,1694.9399999999998,0.41
2021,03,10,West Gear,Northeast,Women's Street Footwear,In-store,350.0,575,201250,50312.5,0.25
2021,03,10,West Gear,Northeast,Women's Street Footwear,Online,33.0,161,5313,1912.6799999999998,0.36
2021,03,10,West Gear,West,Men's Apparel,In-store,400.0,300,120000,42000.0,0.35
2021,03,10,West Gear,West,Men's Apparel,Online,38.0,75,2850,1425.0,0.5
2021,03,10,West Gear,West,Men's Apparel,Outlet,28.0,90,2520,1007.9999999999999,0.4
2021,03,10,West Gear,West,Men's Athletic Footwear,In-store,300.0,350,105000,36750.0,0.35
2021,03,10,West Gear,West,Men's Athletic Footwear,Online,28.0,102,2856,1428.0,0.5
2021,03,10,West Gear,West,Men's Athletic Footwear,Outlet,22.0,105,2310,923.9999999999999,0.4
2021,03,10,West Gear,West,Men's Street Footwear,In-store,300.0,670,201000,80400.00000000001,0.4
2021,03,10,West Gear,West,Men's Street Footwear,Online,29.0,168,4872,2533.44,0.52
2021,03,10,West Gear,West,Men's Street Footwear,Outlet,20.0,228,4560,1960.8000000000002,0.43
2021,03,10,West Gear,West,Women's Apparel,In-store,300.0,400,120000,60000.00000000001,0.5
2021,03,10,West Gear,West,Women's Apparel,Online,29.0,100,2900,1856.0,0.64
2021,03,10,West Gear,West,Women's Apparel,Outlet,21.0,140,2940,1675.8000000000002,0.57
2021,03,10,West Gear,West,Women's Athletic Footwear,In-store,250.0,250,62500,25000.0,0.4
2021,03,10,West Gear,West,Women's Athletic Footwear,Online,23.0,73,1679,889.87,0.53
2021,03,10,West Gear,West,Women's Athletic Footwear,Outlet,20.0,75,1500,630.0000000000001,0.42
2021,03,10,West Gear,West,Women's Street Footwear,In-store,200.0,400,80000,28000.000000000007,0.35
2021,03,10,West Gear,West,Women's Street Footwear,Online,18.0,112,2016,1008.0,0.5
2021,03,10,West Gear,West,Women's Street Footwear,Outlet,16.0,140,2240,873.5999999999999,0.39
2021,03,11,Amazon,Northeast,Men's Apparel,In-store,600.0,200,120000,36000.0,0.3
2021,03,11,Amazon,Northeast,Men's Apparel,Online,58.0,60,3480,1565.9999999999998,0.45
2021,03,11,Amazon,Northeast,Men's Apparel,Outlet,47.0,60,2820,930.5999999999999,0.33
2021,03,11,Amazon,Northeast,Men's Athletic Footwear,In-store,500.0,275,137500,55000.0,0.4
2021,03,11,Amazon,Northeast,Men's Athletic Footwear,Online,49.0,69,3381,1724.31,0.51
2021,03,11,Amazon,Northeast,Men's Athletic Footwear,Outlet,36.0,88,3168,1457.28,0.46
2021,03,11,Amazon,Northeast,Men's Street Footwear,In-store,500.0,570,285000,114000.0,0.4
2021,03,11,Amazon,Northeast,Men's Street Footwear,Online,49.0,165,8085,4042.5,0.5
2021,03,11,Amazon,Northeast,Men's Street Footwear,Outlet,39.0,188,7332,3372.7200000000003,0.46
2021,03,11,Amazon,Northeast,Women's Apparel,In-store,500.0,300,150000,52500.0,0.35
2021,03,11,Amazon,Northeast,Women's Apparel,Online,45.0,75,3375,1586.25,0.47
2021,03,11,Amazon,Northeast,Women's Apparel,Outlet,36.0,99,3564,1354.32,0.38
2021,03,11,Amazon,Northeast,Women's Athletic Footwear,In-store,449.99,150,67499,20249.999999999996,0.3
2021,03,11,Amazon,Northeast,Women's Athletic Footwear,Online,44.0,38,1672,702.24,0.42
2021,03,11,Amazon,Northeast,Women's Athletic Footwear,Outlet,33.0,45,1485,549.45,0.37
2021,03,11,Amazon,Northeast,Women's Street Footwear,In-store,400.0,300,120000,36000.0,0.3
2021,03,11,Amazon,Northeast,Women's Street Footwear,Online,38.0,75,2850,1168.5,0.41
2021,03,11,Amazon,Northeast,Women's Street Footwear,Outlet,32.0,105,3360,1142.3999999999999,0.34
2021,03,11,Amazon,Southeast,Men's Apparel,Online,437.05,194,84787,29927.479999999992,0.35
2021,03,11,Amazon,Southeast,Men's Athletic Footwear,Online,365.03,284,103669,36622.81,0.35
2021,03,11,Amazon,Southeast,Men's Street Footwear,Online,355.62,676,240396,96861.96,0.4
2021,03,11,Amazon,Southeast,Women's Apparel,Online,365.81,315,115230,46392.3,0.4
2021,03,11,Amazon,Southeast,Women's Athletic Footwear,Online,322.61,127,40972,16505.44,0.4
2021,03,11,Amazon,Southeast,Women's Street Footwear,Online,278.58,323,89982,36241.0,0.4
2021,03,11,Amazon,West,Men's Apparel,Online,64.0,53,3392,1322.88,0.39
2021,03,11,Amazon,West,Men's Apparel,Outlet,650.0,175,113750,28437.500000000007,0.25
2021,03,11,Amazon,West,Men's Athletic Footwear,Online,52.0,65,3380,1690.0,0.5
2021,03,11,Amazon,West,Men's Athletic Footwear,Outlet,550.0,250,137500,48125.000000000015,0.35
2021,03,11,Amazon,West,Men's Street Footwear,Online,53.0,153,8109,3973.4100000000003,0.49
2021,03,11,Amazon,West,Men's Street Footwear,Outlet,550.0,545,299750,104912.50000000003,0.35
2021,03,11,Amazon,West,Women's Apparel,Online,53.0,72,3816,1526.4,0.4
2021,03,11,Amazon,West,Women's Apparel,Outlet,550.0,275,151250,45375.00000000001,0.3
2021,03,11,Amazon,West,Women's Athletic Footwear,Online,49.0,36,1764,670.32,0.38
2021,03,11,Amazon,West,Women's Athletic Footwear,Outlet,499.99,125,62499,15624.999999999998,0.25
2021,03,11,Amazon,West,Women's Street Footwear,Online,41.0,69,2829,1046.73,0.37
2021,03,11,Amazon,West,Women's Street Footwear,Outlet,450.0,275,123750,30937.5,0.25
2021,03,11,Foot Locker,Midwest,Men's Apparel,In-store,450.0,250,112500,39375.0,0.35
2021,03,11,Foot Locker,Midwest,Men's Apparel,Online,41.0,75,3075,1506.75,0.49
2021,03,11,Foot Locker,Midwest,Men's Athletic Footwear,In-store,350.0,300,105000,36750.0,0.35
2021,03,11,Foot Locker,Midwest,Men's Athletic Footwear,Online,34.0,87,2958,1331.1,0.45
2021,03,11,Foot Locker,Midwest,Men's Street Footwear,In-store,350.0,620,217000,86800.0,0.4
2021,03,11,Foot Locker,Midwest,Men's Street Footwear,Online,34.0,186,6324,3225.2400000000002,0.51
2021,03,11,Foot Locker,Midwest,Women's Apparel,In-store,350.0,350,122500,61250.0,0.5
2021,03,11,Foot Locker,Midwest,Women's Apparel,Online,34.0,102,3468,2254.2000000000003,0.65
2021,03,11,Foot Locker,Midwest,Women's Athletic Footwear,In-store,300.0,200,60000,24000.0,0.4
2021,03,11,Foot Locker,Midwest,Women's Athletic Footwear,Online,28.0,54,1512,771.12,0.51
2021,03,11,Foot Locker,Midwest,Women's Street Footwear,In-store,250.0,350,87500,30625.000000000007,0.35
2021,03,11,Foot Locker,Midwest,Women's Street Footwear,Online,23.0,95,2185,1005.0999999999999,0.46
2021,03,11,Foot Locker,South,Men's Apparel,Online,286.56,406,116342,41004.82000000001,0.35
2021,03,11,Foot Locker,South,Men's Apparel,Outlet,25.0,104,2600,962.0,0.37
2021,03,11,Foot Locker,South,Men's Athletic Footwear,Online,204.8,500,102400,36128.0,0.35
2021,03,11,Foot Locker,South,Men's Athletic Footwear,Outlet,20.0,128,2560,998.3999999999999,0.39
2021,03,11,Foot Locker,South,Men's Street Footwear,Online,203.2,907,184301,74365.55,0.4
2021,03,11,Foot Locker,South,Men's Street Footwear,Outlet,20.0,223,4460,2051.6,0.46
2021,03,11,Foot Locker,South,Women's Apparel,Online,199.27,548,109202,54955.24,0.5
2021,03,11,Foot Locker,South,Women's Apparel,Outlet,17.0,136,2312,1248.48,0.54
2021,03,11,Foot Locker,South,Women's Athletic Footwear,Online,159.21,355,56519,22790.4,0.4
2021,03,11,Foot Locker,South,Women's Athletic Footwear,Outlet,15.0,85,1275,573.75,0.45
2021,03,11,Foot Locker,South,Women's Street Footwear,Online,118.52,553,65542,26449.760000000002,0.4
2021,03,11,Foot Locker,South,Women's Street Footwear,Outlet,11.0,136,1496,703.12,0.47
2021,03,11,Sports Direct,Midwest,Men's Apparel,In-store,450.0,375,168750,67500.0,0.4
2021,03,11,Sports Direct,Midwest,Men's Apparel,Online,43.0,94,4042,2101.84,0.52
2021,03,11,Sports Direct,Midwest,Men's Athletic Footwear,In-store,350.0,450,157500,62999.99999999999,0.4
2021,03,11,Sports Direct,Midwest,Men's Athletic Footwear,Online,32.0,126,4032,2177.28,0.54
2021,03,11,Sports Direct,Midwest,Men's Street Footwear,In-store,350.0,770,269500,134750.0,0.5
2021,03,11,Sports Direct,Midwest,Men's Street Footwear,Online,34.0,216,7344,4479.84,0.61
2021,03,11,Sports Direct,Midwest,Women's Apparel,In-store,350.0,475,166250,91437.50000000001,0.55
2021,03,11,Sports Direct,Midwest,Women's Apparel,Online,33.0,143,4719,3256.11,0.69
2021,03,11,Sports Direct,Midwest,Women's Athletic Footwear,In-store,300.0,325,97499,34124.999999999985,0.35
2021,03,11,Sports Direct,Midwest,Women's Athletic Footwear,Online,29.0,91,2639,1266.72,0.48
2021,03,11,Sports Direct,Midwest,Women's Street Footwear,In-store,250.0,475,118750,35625.0,0.3
2021,03,11,Sports Direct,Midwest,Women's Street Footwear,Online,25.0,124,3100,1240.0,0.4
2021,03,11,Sports Direct,South,Men's Apparel,Online,37.0,83,3071,1259.11,0.41
2021,03,11,Sports Direct,South,Men's Apparel,Outlet,305.49,369,112726,33872.32,0.3
2021,03,11,Sports Direct,South,Men's Athletic Footwear,Online,33.0,181,5973,2867.04,0.48
2021,03,11,Sports Direct,South,Men's Athletic Footwear,Outlet,265.15,844,223787,78526.93,0.35
2021,03,11,Sports Direct,South,Men's Street Footwear,Online,24.0,169,4056,2028.0,0.5
2021,03,11,Sports Direct,South,Men's Street Footwear,Outlet,195.0,852,166136,58220.32,0.35
2021,03,11,Sports Direct,South,Women's Apparel,Online,32.48,258,8381,5405.09,0.64
2021,03,11,Sports Direct,South,Women's Apparel,Outlet,271.22,1288,349334,175029.64,0.5
2021,03,11,Sports Direct,South,Women's Athletic Footwear,Online,33.0,108,3564,2138.4,0.6
2021,03,11,Sports Direct,South,Women's Athletic Footwear,Outlet,271.94,528,143584,64756.16,0.45
2021,03,11,Sports Direct,South,Women's Street Footwear,Online,32.0,122,3904,1873.9199999999998,0.48
2021,03,11,Sports Direct,South,Women's Street Footwear,Outlet,272.41,590,160720,56380.8,0.35
2021,03,11,Sports Direct,Southeast,Men's Apparel,Online,61.0,44,2684,885.72,0.33
2021,03,11,Sports Direct,Southeast,Men's Apparel,Outlet,495.28,235,116390,23436.4,0.2
2021,03,11,Sports Direct,Southeast,Men's Athletic Footwear,Online,58.0,100,5800,2204.0,0.38
2021,03,11,Sports Direct,Southeast,Men's Athletic Footwear,Outlet,468.43,524,245456,61691.36,0.25
2021,03,11,Sports Direct,Southeast,Men's Street Footwear,Online,46.0,160,7360,3017.6,0.41
2021,03,11,Sports Direct,Southeast,Men's Street Footwear,Outlet,389.72,721,280985,84534.9,0.3
2021,03,11,Sports Direct,Southeast,Women's Apparel,Online,54.0,101,5454,3272.4,0.6
2021,03,11,Sports Direct,Southeast,Women's Apparel,Outlet,457.09,506,231288,104205.36,0.45
2021,03,11,Sports Direct,Southeast,Women's Athletic Footwear,Online,58.0,91,5278,2216.7599999999998,0.42
2021,03,11,Sports Direct,Southeast,Women's Athletic Footwear,Outlet,455.1,439,199788,60175.8,0.3
2021,03,11,Sports Direct,Southeast,Women's Street Footwear,Online,59.0,115,6785,2917.55,0.43
2021,03,11,Sports Direct,Southeast,Women's Street Footwear,Outlet,493.47,574,283252,85115.95999999999,0.3
2021,03,11,West Gear,Northeast,Men's Apparel,In-store,412.5,300,123750,46125.0,0.37
2021,03,11,West Gear,Northeast,Men's Apparel,Online,38.63,81,3129,1498.28,0.48
2021,03,11,West Gear,Northeast,Men's Athletic Footwear,In-store,317.65,425,135000,51375.00000000001,0.38
2021,03,11,West Gear,Northeast,Men's Athletic Footwear,Online,29.53,108,3189,1629.24,0.51
2021,03,11,West Gear,Northeast,Men's Street Footwear,In-store,321.92,1015,326750,130700.00000000001,0.4
2021,03,11,West Gear,Northeast,Men's Street Footwear,Online,29.72,290,8620,4476.2,0.52
2021,03,11,West Gear,Northeast,Women's Apparel,In-store,317.5,500,158750,57375.00000000001,0.36
2021,03,11,West Gear,Northeast,Women's Apparel,Online,30.51,130,3966,1996.1100000000001,0.5
2021,03,11,West Gear,Northeast,Women's Athletic Footwear,In-store,256.24,200,51249,20124.999999999996,0.39
2021,03,11,West Gear,Northeast,Women's Athletic Footwear,Online,23.75,56,1330,690.69,0.52
2021,03,11,West Gear,Northeast,Women's Street Footwear,In-store,217.5,500,108750,41312.5,0.38
2021,03,11,West Gear,Northeast,Women's Street Footwear,Online,20.84,144,3001,1556.94,0.52
2021,03,11,West Gear,South,Men's Apparel,In-store,600.0,150,90000,40500.00000000001,0.45
2021,03,11,West Gear,South,Men's Apparel,Online,247.53,263,65100,23530.920000000002,0.36
2021,03,11,West Gear,South,Men's Apparel,Outlet,32.31,111,3586,1686.12,0.47
2021,03,11,West Gear,South,Men's Athletic Footwear,In-store,550.0,375,206250,82500.0,0.4
2021,03,11,West Gear,South,Men's Athletic Footwear,Online,133.34,424,56538,20998.81,0.37
2021,03,11,West Gear,South,Men's Athletic Footwear,Outlet,28.94,198,5730,2486.1,0.43
2021,03,11,West Gear,South,Men's Street Footwear,In-store,450.0,525,236250,94499.99999999999,0.4
2021,03,11,West Gear,South,Men's Street Footwear,Online,141.67,871,123394,50361.68,0.41
2021,03,11,West Gear,South,Men's Street Footwear,Outlet,21.44,361,7739,3559.9399999999996,0.46
2021,03,11,West Gear,South,Women's Apparel,In-store,450.0,350,157500,55125.0,0.35
2021,03,11,West Gear,South,Women's Apparel,Online,169.09,439,74232,30109.73,0.41
2021,03,11,West Gear,South,Women's Apparel,Outlet,24.09,197,4745,1898.21,0.4
2021,03,11,West Gear,South,Women's Athletic Footwear,In-store,550.0,300,165000,66000.0,0.4
2021,03,11,West Gear,South,Women's Athletic Footwear,Online,122.96,243,29879,12650.0,0.42
2021,03,11,West Gear,South,Women's Athletic Footwear,Outlet,35.2,135,4752,2068.3199999999997,0.44
2021,03,11,West Gear,South,Women's Street Footwear,In-store,600.0,400,240000,95999.99999999999,0.4
2021,03,11,West Gear,South,Women's Street Footwear,Online,73.71,471,34716,14932.800000000001,0.43
2021,03,11,West Gear,South,Women's Street Footwear,Outlet,25.92,203,5261,2367.45,0.45
2021,03,12,Foot Locker,Southeast,Men's Apparel,In-store,550.0,100,55000,22000.000000000004,0.4
2021,03,12,Foot Locker,Southeast,Men's Apparel,Online,51.0,30,1530,795.6,0.52
2021,03,12,Foot Locker,Southeast,Men's Apparel,Outlet,43.0,33,1419,595.98,0.42
2021,03,12,Foot Locker,Southeast,Men's Athletic Footwear,In-store,500.0,325,162500,56875.0,0.35
2021,03,12,Foot Locker,Southeast,Men's Athletic Footwear,Online,45.0,85,3825,1797.75,0.47
2021,03,12,Foot Locker,Southeast,Men's Athletic Footwear,Outlet,35.0,98,3430,1406.3,0.41
2021,03,12,Foot Locker,Southeast,Men's Street Footwear,In-store,400.0,475,190000,66500.0,0.35
2021,03,12,Foot Locker,Southeast,Men's Street Footwear,Online,38.0,143,5434,2553.98,0.47
2021,03,12,Foot Locker,Southeast,Men's Street Footwear,Outlet,30.0,162,4860,1846.8,0.38
2021,03,12,Foot Locker,Southeast,Women's Apparel,In-store,500.0,300,150000,45000.0,0.3
2021,03,12,Foot Locker,Southeast,Women's Apparel,Online,49.0,78,3822,1605.24,0.42
2021,03,12,Foot Locker,Southeast,Women's Apparel,Outlet,35.0,102,3570,1285.2,0.36
2021,03,12,Foot Locker,Southeast,Women's Athletic Footwear,In-store,500.0,250,125000,43750.0,0.35
2021,03,12,Foot Locker,Southeast,Women's Athletic Footwear,Online,48.0,65,3120,1435.1999999999998,0.46
2021,03,12,Foot Locker,Southeast,Women's Athletic Footwear,Outlet,38.0,78,2964,1155.9599999999998,0.39
2021,03,12,Foot Locker,Southeast,Women's Street Footwear,In-store,550.0,350,192499,67374.99999999999,0.35
2021,03,12,Foot Locker,Southeast,Women's Street Footwear,Online,52.0,91,4732,2271.36,0.48
2021,03,12,Foot Locker,Southeast,Women's Street Footwear,Outlet,43.0,112,4816,1974.56,0.41
2021,03,12,Foot Locker,West,Men's Apparel,Online,451.44,156,70424,21311.340000000004,0.3
2021,03,12,Foot Locker,West,Men's Apparel,Outlet,41.0,39,1599,511.68,0.32
2021,03,12,Foot Locker,West,Men's Athletic Footwear,Online,403.51,445,179560,72508.0,0.4
2021,03,12,Foot Locker,West,Men's Athletic Footwear,Outlet,38.0,116,4408,1939.52,0.44
2021,03,12,Foot Locker,West,Men's Street Footwear,Online,318.4,645,205365,72521.55,0.35
2021,03,12,Foot Locker,West,Men's Street Footwear,Outlet,29.0,160,4640,1855.9999999999998,0.4
2021,03,12,Foot Locker,West,Women's Apparel,Online,403.48,413,166636,42279.4,0.25
2021,03,12,Foot Locker,West,Women's Apparel,Outlet,37.0,107,3959,1068.93,0.27
2021,03,12,Foot Locker,West,Women's Athletic Footwear,Online,394.87,293,115696,40845.16,0.35
2021,03,12,Foot Locker,West,Women's Athletic Footwear,Outlet,38.0,68,2584,956.08,0.37
2021,03,12,Foot Locker,West,Women's Street Footwear,Online,406.94,441,179459,63479.49999999999,0.35
2021,03,12,Foot Locker,West,Women's Street Footwear,Outlet,37.0,119,4403,1805.2299999999998,0.41
2021,03,12,Sports Direct,South,Men's Apparel,Online,39.0,69,2691,1264.77,0.47
2021,03,12,Sports Direct,South,Men's Apparel,Outlet,309.58,363,112376,39474.16,0.35
2021,03,12,Sports Direct,South,Men's Athletic Footwear,Online,37.0,163,6031,3136.12,0.52
2021,03,12,Sports Direct,South,Men's Athletic Footwear,Outlet,314.85,845,266045,106841.14999999998,0.4
2021,03,12,Sports Direct,South,Men's Street Footwear,Online,23.22,358,8314,4208.030000000001,0.51
2021,03,12,Sports Direct,South,Men's Street Footwear,Outlet,192.72,1749,337059,135088.15,0.4
2021,03,12,Sports Direct,South,Women's Apparel,Online,33.0,111,3663,2417.58,0.66
2021,03,12,Sports Direct,South,Women's Apparel,Outlet,267.32,570,152375,84023.75,0.55
2021,03,12,Sports Direct,South,Women's Athletic Footwear,Online,33.0,101,3333,2133.12,0.64
2021,03,12,Sports Direct,South,Women's Athletic Footwear,Outlet,269.24,499,134350,67361.0,0.5
2021,03,12,Sports Direct,South,Women's Street Footwear,Online,28.0,124,3472,1909.5999999999997,0.55
2021,03,12,Sports Direct,South,Women's Street Footwear,Outlet,228.01,641,146152,58570.35999999999,0.4
2021,03,12,West Gear,West,Men's Apparel,In-store,550.0,100,55000,22000.000000000004,0.4
2021,03,12,West Gear,West,Men's Apparel,Online,54.0,26,1404,744.12,0.53
2021,03,12,West Gear,West,Men's Apparel,Outlet,43.0,30,1290,567.6,0.44
2021,03,12,West Gear,West,Men's Athletic Footwear,In-store,500.0,325,162500,56875.0,0.35
2021,03,12,West Gear,West,Men's Athletic Footwear,Online,45.0,85,3825,1836.0,0.48
2021,03,12,West Gear,West,Men's Athletic Footwear,Outlet,40.0,98,3920,1607.1999999999998,0.41
2021,03,12,West Gear,West,Men's Street Footwear,In-store,400.0,475,190000,66500.0,0.35
2021,03,12,West Gear,West,Men's Street Footwear,Online,38.0,128,4864,2383.36,0.49
2021,03,12,West Gear,West,Men's Street Footwear,Outlet,28.0,143,4004,1601.6,0.4
2021,03,12,West Gear,West,Women's Apparel,In-store,500.0,300,150000,45000.0,0.3
2021,03,12,West Gear,West,Women's Apparel,Online,49.0,87,4263,1790.46,0.42
2021,03,12,West Gear,West,Women's Apparel,Outlet,40.0,90,3600,1260.0,0.35
2021,03,12,West Gear,West,Women's Athletic Footwear,In-store,500.0,250,125000,43750.0,0.35
2021,03,12,West Gear,West,Women's Athletic Footwear,Online,49.0,65,3185,1528.8,0.48
2021,03,12,West Gear,West,Women's Athletic Footwear,Outlet,39.0,75,2925,1082.25,0.37
2021,03,12,West Gear,West,Women's Street Footwear,In-store,550.0,350,192499,67374.99999999999,0.35
2021,03,12,West Gear,West,Women's Street Footwear,Online,54.0,88,4752,2138.3999999999996,0.45
2021,03,12,West Gear,West,Women's Street Footwear,Outlet,41.0,112,4592,1744.96,0.38
2021,03,13,Sports Direct,South,Men's Athletic Footwear,Online,24.0,176,4224,2154.2400000000002,0.51
2021,03,13,Sports Direct,South,Men's Athletic Footwear,Outlet,196.13,878,172201,68949.42000000001,0.4
2021,03,13,Sports Direct,South,Women's Athletic Footwear,Online,23.0,112,2576,1674.4,0.65
2021,03,13,Sports Direct,South,Women's Athletic Footwear,Outlet,194.24,528,102560,51433.60000000001,0.5
2021,03,13,Sports Direct,South,Women's Street Footwear,Online,19.0,135,2565,1410.7499999999998,0.55
2021,03,13,Sports Direct,South,Women's Street Footwear,Outlet,153.06,670,102549,41121.99999999999,0.4
2021,04,13,Sports Direct,Northeast,Men's Apparel,In-store,500.0,125,62500,18750.0,0.3
2021,04,13,Sports Direct,Northeast,Men's Apparel,Online,46.0,35,1610,724.4999999999999,0.45
2021,04,13,Sports Direct,Northeast,Men's Apparel,Outlet,37.0,40,1480,503.19999999999993,0.34
2021,04,13,Sports Direct,Northeast,Men's Athletic Footwear,In-store,400.0,200,80000,32000.0,0.4
2021,04,13,Sports Direct,Northeast,Men's Athletic Footwear,Online,38.0,58,2204,1212.2,0.55
2021,04,13,Sports Direct,Northeast,Men's Athletic Footwear,Outlet,30.0,64,1920,844.8,0.44
